0	 o	 op	 op0000	 1734544088.021699	 13.01	 40
1647	 b	 js	 js0557	 1734544088.060512	 10.49	 14
1648	 o	 js	 js0558	 1734544088.060532	 12.31	 53
1649	 o	 op	 op0539	 1734544088.060552	 13.57	 68
1650	 b	 js	 js0559	 1734544088.060572	 11.83	 42
1651	 b	 op	 op0540	 1734544088.060607	 11.25	 58
1652	 b	 op	 op0541	 1734544088.060627	 10.75	 77
1653	 o	 js	 js0560	 1734544088.060648	 13.9	 35
1654	 o	 js	 js0561	 1734544088.060668	 13.22	 45
1655	 o	 js	 js0562	 1734544088.060688	 14.46	 50
1656	 o	 op	 op0542	 1734544088.060708	 11.89	 40
1657	 o	 op	 op0543	 1734544088.060728	 14.64	 61
1658	 b	 op	 op0544	 1734544088.060748	 10.88	 21
1659	 b	 op	 op0545	 1734544088.060768	 13.21	 44
1662	 o	 js	 js0563	 1734544088.060822	 12.64	 38
1663	 o	 op	 op0546	 1734544088.060843	 13.32	 54
1664	 b	 op	 op0547	 1734544088.060864	 11.38	 36
1665	 b	 op	 op0548	 1734544088.060884	 11.05	 39
1666	 b	 op	 op0549	 1734544088.060904	 11.77	 60
1667	 o	 js	 js0564	 1734544088.060925	 11.75	 45
1670	 o	 js	 js0565	 1734544088.06098	 12.98	 67
1671	 b	 op	 op0550	 1734544088.061006	 11.68	 49
1672	 o	 js	 js0566	 1734544088.061027	 11.72	 55
1675	 o	 js	 js0567	 1734544088.061086	 12.62	 65
1676	 o	 js	 js0568	 1734544088.061107	 12.89	 61
1677	 o	 op	 op0551	 1734544088.061126	 12.85	 48
1678	 o	 js	 js0569	 1734544088.061147	 11.6	 62
1681	 o	 js	 js0570	 1734544088.061214	 12.98	 50
1682	 o	 op	 op0552	 1734544088.061235	 12.93	 36
1683	 o	 op	 op0553	 1734544088.061256	 11.9	 31
1684	 b	 js	 js0571	 1734544088.061277	 11.66	 36
1685	 o	 js	 js0572	 1734544088.061298	 12.52	 66
1686	 b	 op	 op0554	 1734544088.061319	 12.27	 43
1689	 b	 op	 op0555	 1734544088.061375	 10.48	 53
1690	 b	 js	 js0573	 1734544088.061395	 13.76	 42
1692	 b	 op	 op0556	 1734544088.061431	 10.85	 43
1693	 o	 op	 op0557	 1734544088.061452	 11.65	 54
1696	 o	 js	 js0574	 1734544088.061508	 10.98	 59
1701	 b	 op	 op0558	 1734544088.061601	 10.56	 54
1702	 o	 js	 js0575	 1734544088.061622	 14.15	 70
1703	 o	 op	 op0559	 1734544088.061642	 12.61	 59
1704	 b	 op	 op0560	 1734544088.061663	 12.73	 58
1708	 o	 op	 op0561	 1734544088.061751	 14.42	 54
1709	 o	 op	 op0562	 1734544088.061772	 13.66	 78
1710	 o	 js	 js0576	 1734544088.061792	 12.75	 14
1711	 b	 op	 op0563	 1734544088.061813	 11.83	 59
1712	 o	 js	 js0577	 1734544088.061833	 12.58	 43
1713	 o	 js	 js0578	 1734544088.061854	 12.59	 65
1714	 b	 js	 js0579	 1734544088.061874	 11.49	 48
1715	 o	 js	 js0580	 1734544088.061894	 12.46	 68
1716	 o	 op	 op0564	 1734544088.061915	 12.42	 36
1717	 b	 op	 op0565	 1734544088.061936	 10.76	 40
1718	 b	 js	 js0581	 1734544088.061956	 11.89	 48
1719	 o	 op	 op0566	 1734544088.061977	 12.26	 48
1720	 b	 op	 op0567	 1734544088.061997	 11.85	 34
1721	 o	 op	 op0568	 1734544088.062018	 11.1	 55
1724	 b	 op	 op0569	 1734544088.062073	 10.75	 63
1725	 o	 js	 js0582	 1734544088.062094	 14.26	 51
1726	 o	 op	 op0570	 1734544088.062114	 13.1	 19
1727	 b	 op	 op0571	 1734544088.062135	 10.61	 73
1728	 b	 op	 op0572	 1734544088.062155	 12.68	 41
1730	 o	 op	 op0573	 1734544088.062192	 12.7	 35
1731	 b	 op	 op0574	 1734544088.062212	 11.19	 56
1732	 b	 op	 op0575	 1734544088.062232	 10.17	 49
1733	 o	 op	 op0576	 1734544088.062252	 13.5	 30
1734	 o	 op	 op0577	 1734544088.062273	 12.34	 54
1735	 b	 js	 js0583	 1734544088.062295	 11.07	 45
1736	 b	 js	 js0584	 1734544088.062315	 12.72	 50
1739	 b	 js	 js0585	 1734544088.062371	 12.18	 49
1740	 b	 op	 op0578	 1734544088.062392	 12.75	 50
1743	 b	 op	 op0579	 1734544088.062447	 9.71	 13
1744	 b	 js	 js0586	 1734544088.062467	 11.0	 67
1745	 b	 op	 op0580	 1734544088.062488	 12.26	 97
1746	 b	 op	 op0581	 1734544088.062519	 11.35	 59
1747	 b	 op	 op0582	 1734544088.06254	 10.72	 64
1748	 b	 op	 op0583	 1734544088.062562	 11.99	 67
1749	 b	 js	 js0587	 1734544088.062583	 12.27	 58
1750	 b	 js	 js0588	 1734544088.062603	 11.69	 41
1751	 o	 op	 op0584	 1734544088.062624	 14.2	 48
1752	 b	 op	 op0585	 1734544088.062645	 10.87	 46
1753	 o	 op	 op0586	 1734544088.062665	 12.54	 48
1754	 b	 op	 op0587	 1734544088.062685	 12.35	 49
1757	 b	 op	 op0588	 1734544088.062741	 11.29	 63
1758	 b	 op	 op0589	 1734544088.062762	 10.92	 33
1759	 o	 op	 op0590	 1734544088.062782	 11.93	 87
1762	 b	 js	 js0589	 1734544088.062836	 10.29	 51
1763	 o	 op	 op0591	 1734544088.062857	 13.39	 28
1764	 o	 op	 op0592	 1734544088.062877	 12.93	 60
1765	 b	 js	 js0590	 1734544088.062897	 12.71	 71
1768	 b	 js	 js0591	 1734544088.062952	 10.51	 57
1769	 o	 js	 js0592	 1734544088.062973	 11.81	 58
1771	 b	 js	 js0593	 1734544088.063009	 10.08	 57
1772	 b	 op	 op0593	 1734544088.06303	 11.15	 70
1773	 o	 js	 js0594	 1734544088.06305	 11.95	 57
1776	 b	 js	 js0595	 1734544088.063105	 12.74	 56
1780	 o	 op	 op0594	 1734544088.063178	 12.47	 30
1781	 o	 op	 op0595	 1734544088.063199	 12.92	 67
1782	 o	 op	 op0596	 1734544088.06322	 13.47	 39
1783	 b	 js	 js0596	 1734544088.06324	 11.61	 50
1784	 o	 js	 js0597	 1734544088.06326	 10.19	 56
1787	 b	 op	 op0597	 1734544088.063315	 11.78	 26
1788	 b	 op	 op0598	 1734544088.063336	 10.3	 41
1789	 o	 js	 js0598	 1734544088.063356	 12.38	 45
1790	 b	 js	 js0599	 1734544088.063377	 11.25	 36
1791	 b	 op	 op0599	 1734544088.063397	 10.98	 51
1792	 b	 op	 op0600	 1734544088.063417	 10.45	 43
1793	 o	 js	 js0600	 1734544088.063437	 14.21	 49
1794	 b	 op	 op0601	 1734544088.063457	 11.58	 42
1795	 b	 js	 js0601	 1734544088.063478	 12.12	 33
1796	 b	 op	 op0602	 1734544088.063499	 11.95	 55
1797	 b	 op	 op0603	 1734544088.063519	 10.71	 40
1798	 o	 op	 op0604	 1734544088.063539	 12.32	 59
1799	 b	 op	 op0605	 1734544088.063559	 9.74	 70
1800	 b	 js	 js0602	 1734544088.06358	 12.53	 56
1802	 b	 op	 op0606	 1734544088.063616	 10.45	 62
1803	 o	 js	 js0603	 1734544088.063636	 13.51	 30
1804	 o	 op	 op0607	 1734544088.063656	 13.17	 62
1805	 o	 js	 js0604	 1734544088.063676	 14.18	 29
1806	 o	 js	 js0605	 1734544088.063697	 13.01	 65
1807	 o	 js	 js0606	 1734544088.063717	 13.54	 52
1808	 o	 op	 op0608	 1734544088.063737	 13.29	 40
1809	 o	 js	 js0607	 1734544088.063759	 11.56	 57
1813	 o	 js	 js0608	 1734544088.063833	 11.74	 62
1816	 b	 js	 js0609	 1734544088.06389	 9.12	 73
1817	 b	 op	 op0609	 1734544088.063911	 10.23	 63
1818	 o	 op	 op0610	 1734544088.063932	 13.06	 73
1819	 o	 js	 js0610	 1734544088.063952	 11.58	 20
1822	 b	 js	 js0611	 1734544088.064007	 13.32	 22
1825	 o	 op	 op0611	 1734544088.064062	 12.52	 32
1826	 b	 js	 js0612	 1734544088.064083	 10.84	 53
1827	 b	 op	 op0612	 1734544088.064103	 10.63	 47
1828	 b	 js	 js0613	 1734544088.064124	 10.05	 34
1829	 o	 js	 js0614	 1734544088.064144	 11.91	 33
1830	 b	 op	 op0613	 1734544088.064164	 9.92	 59
1831	 o	 js	 js0615	 1734544088.064184	 12.59	 64
1832	 o	 js	 js0616	 1734544088.064205	 12.61	 84
1833	 b	 js	 js0617	 1734544088.064226	 11.06	 55
1834	 o	 op	 op0614	 1734544088.064246	 12.68	 42
1835	 o	 op	 op0615	 1734544088.064267	 12.07	 88
1836	 o	 js	 js0618	 1734544088.064287	 11.53	 42
1838	 o	 js	 js0619	 1734544088.064324	 12.13	 67
1839	 b	 op	 op0616	 1734544088.064345	 11.49	 77
1840	 b	 js	 js0620	 1734544088.064365	 11.15	 51
1841	 b	 op	 op0617	 1734544088.064386	 11.99	 60
1843	 o	 op	 op0618	 1734544088.064425	 11.4	 50
1847	 o	 js	 js0621	 1734544088.064507	 13.35	 81
1848	 b	 op	 op0619	 1734544088.064568	 9.88	 42
1849	 b	 js	 js0622	 1734544088.064601	 12.44	 68
1851	 o	 op	 op0620	 1734544088.06472	 12.41	 52
1852	 b	 js	 js0623	 1734544088.06475	 12.52	 44
1855	 b	 js	 js0624	 1734544088.064844	 11.61	 23
1856	 b	 op	 op0621	 1734544088.064877	 9.71	 64
1857	 o	 op	 op0622	 1734544088.0649	 12.17	 30
1858	 o	 js	 js0625	 1734544088.064923	 13.18	 52
1859	 b	 op	 op0623	 1734544088.064948	 11.0	 31
1860	 o	 op	 op0624	 1734544088.064971	 12.65	 44
1861	 o	 js	 js0626	 1734544088.065009	 12.87	 23
1862	 b	 js	 js0627	 1734544088.065032	 11.84	 43
1863	 o	 js	 js0628	 1734544088.065053	 11.67	 66
1867	 b	 js	 js0629	 1734544088.065139	 9.99	 45
1868	 b	 js	 js0630	 1734544088.065161	 10.91	 51
1869	 o	 op	 op0625	 1734544088.065182	 12.66	 69
1870	 b	 op	 op0626	 1734544088.065203	 11.98	 44
1871	 o	 js	 js0631	 1734544088.065223	 12.69	 48
1872	 o	 js	 js0632	 1734544088.065249	 12.25	 43
1873	 o	 op	 op0627	 1734544088.06527	 10.05	 40
1875	 b	 op	 op0628	 1734544088.065307	 12.83	 48
1878	 b	 js	 js0633	 1734544088.065369	 12.57	 67
1881	 o	 js	 js0634	 1734544088.065428	 14.06	 33
1882	 b	 op	 op0629	 1734544088.065449	 8.84	 50
1883	 o	 op	 op0630	 1734544088.06547	 12.47	 47
1884	 b	 js	 js0635	 1734544088.065496	 11.37	 30
1885	 o	 op	 op0631	 1734544088.065527	 13.57	 24
1886	 o	 js	 js0636	 1734544088.065548	 13.69	 38
1887	 o	 op	 op0632	 1734544088.065574	 12.83	 55
1888	 b	 op	 op0633	 1734544088.065595	 10.68	 39
1889	 b	 op	 op0634	 1734544088.065616	 11.09	 9
1890	 o	 js	 js0637	 1734544088.065637	 10.76	 38
1894	 b	 op	 op0635	 1734544088.065714	 11.86	 21
1895	 o	 js	 js0638	 1734544088.065735	 14.16	 59
1896	 o	 op	 op0636	 1734544088.065756	 12.05	 27
1897	 b	 js	 js0639	 1734544088.065778	 11.02	 56
1898	 b	 op	 op0637	 1734544088.065798	 11.94	 44
1899	 b	 js	 js0640	 1734544088.065819	 11.43	 20
1900	 o	 op	 op0638	 1734544088.06584	 10.76	 45
1903	 o	 js	 js0641	 1734544088.065895	 12.58	 47
1904	 o	 js	 js0642	 1734544088.065916	 12.14	 51
1905	 o	 op	 op0639	 1734544088.065937	 10.03	 69
1909	 b	 js	 js0643	 1734544088.066033	 11.5	 46
1910	 o	 op	 op0640	 1734544088.066157	 11.8	 64
1911	 o	 op	 op0641	 1734544088.066212	 12.34	 38
1912	 o	 js	 js0644	 1734544088.066237	 13.25	 47
1913	 b	 op	 op0642	 1734544088.066261	 11.43	 67
1914	 o	 op	 op0643	 1734544088.066283	 12.89	 39
1915	 o	 op	 op0644	 1734544088.066305	 14.32	 66
1916	 b	 op	 op0645	 1734544088.066325	 11.36	 48
1917	 b	 op	 op0646	 1734544088.066347	 14.65	 43
1919	 b	 js	 js0645	 1734544088.066386	 11.88	 68
1921	 b	 js	 js0646	 1734544088.066501	 10.23	 42
1922	 o	 js	 js0647	 1734544088.066536	 12.26	 58
1923	 o	 op	 op0647	 1734544088.066561	 14.5	 37
1924	 o	 op	 op0648	 1734544088.066583	 14.77	 48
1925	 b	 op	 op0649	 1734544088.066605	 12.78	 22
1927	 b	 op	 op0650	 1734544088.066646	 11.93	 39
1928	 o	 op	 op0651	 1734544088.066668	 13.21	 61
1929	 o	 js	 js0648	 1734544088.066689	 12.02	 52
1930	 o	 op	 op0652	 1734544088.066711	 12.88	 47
1931	 o	 js	 js0649	 1734544088.066733	 13.33	 61
1932	 b	 op	 op0653	 1734544088.066754	 11.28	 48
1933	 b	 js	 js0650	 1734544088.066775	 12.72	 47
1935	 o	 js	 js0651	 1734544088.066814	 12.24	 71
1936	 b	 op	 op0654	 1734544088.066835	 12.32	 37
1940	 b	 op	 op0655	 1734544088.066911	 10.22	 23
1941	 o	 js	 js0652	 1734544088.066932	 11.06	 70
1944	 b	 op	 op0656	 1734544088.066989	 11.86	 67
1945	 b	 op	 op0657	 1734544088.067011	 9.79	 77
1946	 o	 op	 op0658	 1734544088.067032	 11.77	 53
1949	 b	 js	 js0653	 1734544088.067087	 12.5	 29
1952	 o	 js	 js0654	 1734544088.067148	 11.95	 48
1953	 b	 js	 js0655	 1734544088.067169	 12.21	 49
1955	 b	 op	 op0659	 1734544088.067209	 11.8	 48
1956	 o	 op	 op0660	 1734544088.06723	 10.59	 57
1960	 b	 js	 js0656	 1734544088.067304	 11.85	 48
1961	 o	 op	 op0661	 1734544088.067324	 12.82	 73
1962	 o	 js	 js0657	 1734544088.067345	 12.36	 53
1963	 b	 op	 op0662	 1734544088.067366	 10.54	 42
1964	 o	 op	 op0663	 1734544088.067386	 12.46	 55
1965	 b	 js	 js0658	 1734544088.067407	 13.14	 64
1967	 o	 op	 op0664	 1734544088.067445	 12.43	 40
1968	 o	 js	 js0659	 1734544088.067466	 11.94	 26
1969	 o	 js	 js0660	 1734544088.067499	 11.88	 45
1970	 o	 js	 js0661	 1734544088.067525	 13.54	 45
1971	 b	 js	 js0662	 1734544088.067554	 11.56	 58
1972	 o	 js	 js0663	 1734544088.067591	 12.05	 40
1973	 b	 js	 js0664	 1734544088.067614	 12.54	 40
1975	 b	 op	 op0665	 1734544088.067653	 9.68	 78
1976	 o	 js	 js0665	 1734544088.067685	 11.45	 66
1979	 o	 op	 op0666	 1734544088.067744	 11.6	 43
1983	 b	 js	 js0666	 1734544088.067846	 11.63	 41
1984	 o	 op	 op0667	 1734544088.067867	 12.92	 51
1985	 b	 op	 op0668	 1734544088.067889	 10.71	 52
1986	 o	 js	 js0667	 1734544088.06791	 12.42	 73
1987	 o	 op	 op0669	 1734544088.06793	 12.51	 43
1988	 o	 js	 js0668	 1734544088.06795	 13.75	 39
1989	 o	 js	 js0669	 1734544088.067971	 11.6	 69
1992	 o	 js	 js0670	 1734544088.068032	 13.42	 45
1993	 o	 js	 js0671	 1734544088.068052	 11.71	 49
1994	 o	 js	 js0672	 1734544088.068073	 12.6	 60
1995	 o	 op	 op0670	 1734544088.068093	 12.69	 23
1996	 b	 op	 op0671	 1734544088.068114	 11.7	 56
1998	 o	 op	 op0672	 1734544088.068154	 11.12	 55
2002	 o	 js	 js0673	 1734544088.068229	 14.25	 47
2003	 o	 op	 op0673	 1734544088.06825	 11.7	 46
2004	 o	 js	 js0674	 1734544088.068271	 13.76	 36
2005	 b	 js	 js0675	 1734544088.068291	 11.95	 27
2007	 o	 js	 js0676	 1734544088.068327	 12.81	 39
2008	 b	 js	 js0677	 1734544088.068347	 11.02	 65
2009	 b	 op	 op0674	 1734544088.068368	 9.99	 62
2010	 b	 js	 js0678	 1734544088.068388	 12.3	 56
2013	 b	 js	 js0679	 1734544088.068443	 13.41	 69
2018	 b	 op	 op0675	 1734544088.068535	 11.27	 34
2019	 o	 js	 js0680	 1734544088.068555	 11.74	 37
2020	 b	 js	 js0681	 1734544088.068576	 12.84	 72
2026	 o	 js	 js0682	 1734544088.06869	 11.39	 25
2028	 o	 op	 op0676	 1734544088.068733	 11.25	 26
2030	 o	 js	 js0683	 1734544088.068772	 12.5	 17
2031	 o	 op	 op0677	 1734544088.068792	 12.72	 45
2032	 o	 js	 js0684	 1734544088.068813	 12.5	 48
2033	 o	 js	 js0685	 1734544088.068833	 12.52	 43
2034	 o	 js	 js0686	 1734544088.068854	 14.07	 51
2035	 o	 op	 op0678	 1734544088.068874	 11.36	 54
2039	 b	 js	 js0687	 1734544088.06897	 11.81	 46
2040	 o	 js	 js0688	 1734544088.068991	 12.29	 61
2041	 b	 op	 op0679	 1734544088.069012	 12.23	 16
2042	 o	 js	 js0689	 1734544088.069032	 11.44	 40
2045	 o	 js	 js0690	 1734544088.069096	 11.58	 54
2047	 b	 op	 op0680	 1734544088.069165	 11.61	 46
2049	 b	 op	 op0681	 1734544088.069211	 11.36	 28
2050	 o	 js	 js0691	 1734544088.069233	 10.29	 51
2053	 b	 op	 op0682	 1734544088.069442	 10.99	 58
2054	 b	 op	 op0683	 1734544088.069487	 11.32	 26
2055	 b	 js	 js0692	 1734544088.069603	 10.79	 40
2056	 o	 op	 op0684	 1734544088.069637	 12.23	 63
2057	 o	 js	 js0693	 1734544088.069667	 11.52	 46
2060	 b	 js	 js0694	 1734544088.069737	 11.98	 71
2061	 b	 op	 op0685	 1734544088.06976	 12.23	 54
2063	 b	 op	 op0686	 1734544088.069801	 11.44	 72
2064	 o	 js	 js0695	 1734544088.069822	 12.7	 46
2065	 o	 js	 js0696	 1734544088.069844	 12.71	 42
2066	 o	 op	 op0687	 1734544088.069865	 11.39	 36
2068	 b	 op	 op0688	 1734544088.069933	 12.53	 52
2072	 b	 op	 op0689	 1734544088.070088	 12.52	 56
2074	 o	 js	 js0697	 1734544088.070132	 11.46	 31
2076	 o	 js	 js0698	 1734544088.070172	 11.99	 55
2077	 b	 js	 js0699	 1734544088.070195	 11.17	 62
2078	 o	 js	 js0700	 1734544088.070216	 12.55	 36
2079	 o	 op	 op0690	 1734544088.070238	 12.03	 38
2080	 o	 js	 js0701	 1734544088.070259	 11.53	 41
2084	 o	 op	 op0691	 1734544088.070347	 12.45	 38
2085	 b	 js	 js0702	 1734544088.070369	 10.82	 68
2086	 o	 js	 js0703	 1734544088.07039	 13.92	 43
2087	 o	 op	 op0692	 1734544088.070411	 11.6	 42
2088	 o	 js	 js0704	 1734544088.070433	 12.48	 63
2089	 b	 js	 js0705	 1734544088.070454	 10.23	 67
2090	 b	 js	 js0706	 1734544088.070474	 11.41	 77
2091	 o	 js	 js0707	 1734544088.070496	 12.54	 59
2092	 o	 js	 js0708	 1734544088.070519	 11.15	 23
2094	 o	 js	 js0709	 1734544088.070564	 12.65	 63
2095	 b	 js	 js0710	 1734544088.070586	 10.09	 39
2096	 o	 op	 op0693	 1734544088.070608	 11.36	 71
2100	 o	 js	 js0711	 1734544088.0707	 11.58	 61
2101	 b	 js	 js0712	 1734544088.070722	 10.58	 53
2102	 o	 js	 js0713	 1734544088.070743	 10.8	 39
2105	 b	 op	 op0694	 1734544088.0708	 12.15	 73
2108	 o	 op	 op0695	 1734544088.070857	 12.09	 57
2109	 b	 js	 js0714	 1734544088.070879	 10.29	 76
2110	 b	 op	 op0696	 1734544088.070899	 11.49	 35
2111	 o	 op	 op0697	 1734544088.07092	 14.04	 37
2112	 o	 op	 op0698	 1734544088.07094	 13.32	 67
2113	 o	 js	 js0715	 1734544088.070961	 14.16	 49
2114	 b	 op	 op0699	 1734544088.071	 11.54	 33
2115	 b	 op	 op0700	 1734544088.07102	 11.28	 27
2116	 o	 op	 op0701	 1734544088.071041	 13.1	 55
2117	 b	 op	 op0702	 1734544088.071062	 12.1	 3
2119	 o	 op	 op0703	 1734544088.071099	 13.16	 56
2120	 o	 op	 op0704	 1734544088.071119	 12.43	 11
2121	 b	 js	 js0716	 1734544088.07114	 11.5	 37
2122	 b	 js	 js0717	 1734544088.07116	 12.63	 74
2125	 o	 op	 op0705	 1734544088.071216	 13.35	 49
2126	 b	 op	 op0706	 1734544088.071237	 9.7	 54
2127	 o	 js	 js0718	 1734544088.071258	 10.93	 65
2130	 b	 js	 js0719	 1734544088.071313	 12.08	 28
2133	 b	 op	 op0707	 1734544088.071369	 10.05	 53
2134	 o	 js	 js0720	 1734544088.07139	 12.97	 53
2135	 b	 op	 op0708	 1734544088.07141	 11.2	 62
2136	 o	 js	 js0721	 1734544088.071431	 11.67	 66
2137	 o	 js	 js0722	 1734544088.071452	 14.4	 55
2138	 o	 op	 op0709	 1734544088.071474	 13.46	 46
2139	 b	 js	 js0723	 1734544088.071495	 12.16	 52
2141	 b	 js	 js0724	 1734544088.071531	 9.49	 76
2142	 o	 op	 op0710	 1734544088.071551	 12.46	 57
2143	 o	 js	 js0725	 1734544088.071572	 12.64	 42
2144	 b	 op	 op0711	 1734544088.071592	 12.58	 48
2148	 o	 op	 op0712	 1734544088.071666	 13.16	 40
2149	 o	 op	 op0713	 1734544088.071686	 12.26	 49
2150	 o	 js	 js0726	 1734544088.071707	 12.33	 46
2151	 o	 op	 op0714	 1734544088.071727	 11.48	 59
2154	 b	 js	 js0727	 1734544088.071783	 12.07	 59
2155	 o	 js	 js0728	 1734544088.071804	 11.08	 50
2157	 o	 op	 op0715	 1734544088.07184	 13.79	 56
2158	 o	 op	 op0716	 1734544088.07186	 12.08	 59
2159	 b	 op	 op0717	 1734544088.071881	 11.92	 48
2160	 o	 op	 op0718	 1734544088.071902	 14.41	 68
2161	 b	 op	 op0719	 1734544088.071922	 11.99	 50
2162	 b	 js	 js0729	 1734544088.071943	 11.46	 41
2163	 b	 op	 op0720	 1734544088.072092	 11.73	 34
2164	 b	 js	 js0730	 1734544088.072113	 10.15	 62
2165	 o	 js	 js0731	 1734544088.072134	 12.02	 26
2167	 b	 js	 js0732	 1734544088.072177	 12.46	 39
2170	 b	 js	 js0733	 1734544088.072234	 11.01	 41
2171	 b	 op	 op0721	 1734544088.072255	 12.8	 38
2174	 b	 js	 js0734	 1734544088.07231	 10.9	 44
2175	 o	 js	 js0735	 1734544088.07233	 12.31	 51
2176	 b	 op	 op0722	 1734544088.072351	 9.56	 60
2177	 b	 op	 op0723	 1734544088.072372	 12.43	 38
2179	 o	 op	 op0724	 1734544088.072408	 11.16	 51
2182	 o	 js	 js0736	 1734544088.072463	 12.42	 64
2183	 b	 op	 op0725	 1734544088.072484	 9.2	 31
2184	 o	 js	 js0737	 1734544088.072504	 12.86	 44
2185	 o	 op	 op0726	 1734544088.072525	 13.41	 64
2186	 o	 js	 js0738	 1734544088.072545	 13.34	 36
2187	 b	 op	 op0727	 1734544088.072565	 11.91	 50
2188	 b	 js	 js0739	 1734544088.072586	 10.74	 74
2189	 b	 op	 op0728	 1734544088.072606	 11.62	 46
2190	 b	 js	 js0740	 1734544088.072626	 9.82	 59
2191	 b	 js	 js0741	 1734544088.072647	 12.27	 44
2194	 o	 js	 js0742	 1734544088.072702	 13.16	 42
2195	 o	 js	 js0743	 1734544088.072722	 12.46	 50
2196	 o	 op	 op0729	 1734544088.072743	 11.17	 61
2199	 o	 js	 js0744	 1734544088.072798	 12.23	 38
2200	 b	 js	 js0745	 1734544088.072819	 11.21	 64
2201	 b	 op	 op0730	 1734544088.07284	 13.25	 42
2204	 o	 js	 js0746	 1734544088.072896	 13.32	 61
2205	 b	 op	 op0731	 1734544088.072916	 12.28	 35
2207	 o	 op	 op0732	 1734544088.072956	 14.56	 55
2208	 b	 js	 js0747	 1734544088.072977	 13.11	 68
2212	 b	 js	 js0748	 1734544088.073051	 12.01	 58
2213	 b	 js	 js0749	 1734544088.073072	 9.77	 44
2214	 b	 js	 js0750	 1734544088.073093	 12.07	 75
2215	 b	 js	 js0751	 1734544088.073113	 12.3	 46
2216	 o	 op	 op0733	 1734544088.073134	 11.65	 74
2219	 b	 js	 js0752	 1734544088.073189	 11.36	 31
2220	 o	 op	 op0734	 1734544088.073209	 11.09	 33
2223	 o	 op	 op0735	 1734544088.073264	 12.98	 34
2224	 o	 js	 js0753	 1734544088.073285	 12.81	 42
2225	 b	 op	 op0736	 1734544088.073305	 12.16	 35
2226	 b	 js	 js0754	 1734544088.073326	 11.9	 50
2227	 o	 js	 js0755	 1734544088.073346	 12.95	 36
2228	 b	 js	 js0756	 1734544088.073366	 10.52	 72
2229	 b	 op	 op0737	 1734544088.073387	 12.23	 31
2230	 o	 op	 op0738	 1734544088.073407	 11.1	 37
2233	 o	 js	 js0757	 1734544088.073462	 14.14	 57
2234	 b	 js	 js0758	 1734544088.073483	 12.72	 54
2237	 b	 js	 js0759	 1734544088.073554	 9.64	 40
2238	 b	 op	 op0739	 1734544088.073575	 13.57	 40
2241	 b	 js	 js0760	 1734544088.073631	 11.97	 72
2242	 b	 op	 op0740	 1734544088.073652	 12.16	 48
2243	 b	 op	 op0741	 1734544088.073672	 13.05	 50
2246	 b	 js	 js0761	 1734544088.073727	 11.89	 21
2247	 b	 js	 js0762	 1734544088.073748	 12.17	 42
2248	 b	 js	 js0763	 1734544088.073769	 10.26	 57
2249	 o	 js	 js0764	 1734544088.07379	 11.69	 29
2251	 o	 op	 op0742	 1734544088.073827	 11.71	 58
2255	 b	 js	 js0765	 1734544088.0739	 12.69	 58
2259	 b	 js	 js0766	 1734544088.073973	 11.76	 36
2260	 b	 js	 js0767	 1734544088.073994	 9.87	 51
2261	 b	 op	 op0743	 1734544088.074015	 10.48	 48
2262	 o	 js	 js0768	 1734544088.074035	 15.03	 53
2263	 o	 js	 js0769	 1734544088.074055	 12.46	 45
2264	 b	 op	 op0744	 1734544088.074076	 11.07	 58
2265	 o	 js	 js0770	 1734544088.074096	 12.58	 81
2266	 b	 js	 js0771	 1734544088.074116	 10.81	 40
2267	 o	 op	 op0745	 1734544088.074136	 12.95	 1
2268	 o	 js	 js0772	 1734544088.074156	 10.38	 51
2271	 o	 js	 js0773	 1734544088.074211	 12.48	 40
2272	 o	 op	 op0746	 1734544088.074232	 12.88	 68
2273	 o	 js	 js0774	 1734544088.074252	 14.08	 49
2274	 b	 js	 js0775	 1734544088.074273	 10.3	 62
2275	 b	 js	 js0776	 1734544088.074293	 10.97	 56
2276	 o	 js	 js0777	 1734544088.074313	 11.75	 22
2278	 o	 js	 js0778	 1734544088.07435	 12.55	 57
2279	 o	 op	 op0747	 1734544088.074371	 13.5	 52
2280	 b	 js	 js0779	 1734544088.074391	 11.28	 57
2281	 o	 js	 js0780	 1734544088.074411	 12.44	 46
2282	 o	 op	 op0748	 1734544088.074432	 13.52	 35
2283	 o	 js	 js0781	 1734544088.074453	 13.55	 73
2284	 b	 js	 js0782	 1734544088.074473	 10.62	 62
2285	 b	 js	 js0783	 1734544088.074493	 9.98	 60
2286	 b	 js	 js0784	 1734544088.074514	 12.72	 44
2288	 b	 op	 op0749	 1734544088.074551	 10.16	 52
2289	 o	 js	 js0785	 1734544088.074571	 12.21	 42
2290	 o	 js	 js0786	 1734544088.074592	 12.94	 72
2291	 b	 js	 js0787	 1734544088.074613	 13.61	 47
2294	 b	 js	 js0788	 1734544088.074668	 11.18	 46
2295	 o	 op	 op0750	 1734544088.074688	 13.84	 48
2296	 o	 op	 op0751	 1734544088.074708	 12.34	 50
2297	 o	 op	 op0752	 1734544088.074729	 12.41	 43
2298	 b	 op	 op0753	 1734544088.074749	 11.82	 46
2299	 o	 op	 op0754	 1734544088.07477	 13.86	 59
2300	 b	 op	 op0755	 1734544088.07479	 13.81	 52
2303	 o	 js	 js0789	 1734544088.074845	 13.01	 52
